dataset,trees,step,label,kernel,hdr_p50_us,hdr_mean_us,hdr_p90_us,hdr_p99_us,gb_real_time_us,hdr_p50_over_gb,hdr_mean_over_gb,gb_iterations,hdr_cfg,gb_cfg,hdr_name,gb_name,hdr_path,gb_path
epsilon,5000,step3,Step 3: Single Poller,bitmask,31.071,33.70948848,32.175,51.935,33.19889626682872,0.9359046081012385,1.0153797948301506,20678,BT1024/TPT1,BT1024/TPT1,qleaf/gpu/persistent/compact/bt:1024/transposed:1/bitmask:1/cached:0/mapped:1/crossreduce:0/sp:1/stage:1/seqflag:1/tpt:1/nodestride:1,cuda/persistent/compact/bt:1024/transposed:1/bitmask:1/cached:0/mapped:1/crossreduce:0/sp:1/stage:1/seqflag:1/tpt:1/nodestride:1/features:2000/real_time,bench/results/latency/ablation_hdr_100k_2026_06_19/gpu_ablation_path/epsilon/n5000/qleaf_gpu_ablation_bt1024/summary.json,bench/results/latency/full_regen_2026_06_18/gpu_worker_ablation/epsilon/n5000/bt1024/worker_bench_cuda.json
higgs,500,step4,Step 4: Sentinel Signal,traversal,4.057,4.48003162,4.347,4.763,4.433012213599401,0.915179071141314,1.01060664941467,154500,BT512,BT512,qleaf/gpu/persistent/compact/bt:512/transposed:1/bitmask:0/cached:0/mapped:1/crossreduce:0/sp:1/stage:1/seqflag:0,cuda/persistent/compact/bt:512/transposed:1/bitmask:0/cached:0/mapped:1/crossreduce:0/sp:1/stage:1/seqflag:0/features:28/real_time,bench/results/latency/ablation_hdr_100k_2026_06_19/gpu_ablation_path/higgs/n500/qleaf_gpu_ablation_bt512/summary.json,bench/results/latency/full_regen_2026_06_18/gpu_worker_ablation/higgs/n500/bt512/worker_bench_cuda.json
higgs,500,step4,Step 4: Sentinel Signal,bitmask,9.519,10.48397132,9.775,15.503,9.939968754012156,0.957648885582036,1.0547288004067683,69481,BT512/TPT1,BT512/TPT1,qleaf/gpu/persistent/compact/bt:512/transposed:1/bitmask:1/cached:0/mapped:1/crossreduce:0/sp:1/stage:1/seqflag:0/tpt:1/nodestride:1,cuda/persistent/compact/bt:512/transposed:1/bitmask:1/cached:0/mapped:1/crossreduce:0/sp:1/stage:1/seqflag:0/tpt:1/nodestride:1/features:28/real_time,bench/results/latency/ablation_hdr_100k_2026_06_19/gpu_ablation_path/higgs/n500/qleaf_gpu_ablation_bt512/summary.json,bench/results/latency/full_regen_2026_06_18/gpu_worker_ablation/higgs/n500/bt512/worker_bench_cuda.json
higgs,1000,step4,Step 4: Sentinel Signal,traversal,4.163,4.6116470099999995,4.719,5.323,4.524521097683101,0.920097378290881,1.0192563832582224,150490,BT512,BT512,qleaf/gpu/persistent/compact/bt:512/transposed:1/bitmask:0/cached:0/mapped:1/crossreduce:0/sp:1/stage:1/seqflag:0,cuda/persistent/compact/bt:512/transposed:1/bitmask:0/cached:0/mapped:1/crossreduce:0/sp:1/stage:1/seqflag:0/features:28/real_time,bench/results/latency/ablation_hdr_100k_2026_06_19/gpu_ablation_path/higgs/n1000/qleaf_gpu_ablation_bt512/summary.json,bench/results/latency/full_regen_2026_06_18/gpu_worker_ablation/higgs/n1000/bt512/worker_bench_cuda.json
higgs,1000,step4,Step 4: Sentinel Signal,bitmask,9.511,10.30968,9.759,13.143,10.065549491077322,0.9449061880259089,1.0242540667192674,67497,BT512/TPT1,BT512/TPT1,qleaf/gpu/persistent/compact/bt:512/transposed:1/bitmask:1/cached:0/mapped:1/crossreduce:0/sp:1/stage:1/seqflag:0/tpt:1/nodestride:1,cuda/persistent/compact/bt:512/transposed:1/bitmask:1/cached:0/mapped:1/crossreduce:0/sp:1/stage:1/seqflag:0/tpt:1/nodestride:1/features:28/real_time,bench/results/latency/ablation_hdr_100k_2026_06_19/gpu_ablation_path/higgs/n1000/qleaf_gpu_ablation_bt512/summary.json,bench/results/latency/full_regen_2026_06_18/gpu_worker_ablation/higgs/n1000/bt512/worker_bench_cuda.json
higgs,2000,step4,Step 4: Sentinel Signal,traversal,4.815,5.179390929999999,5.067,5.747,4.662320189535495,1.0327476029654061,1.1109041677628795,143768,BT512,BT512,qleaf/gpu/persistent/compact/bt:512/transposed:1/bitmask:0/cached:0/mapped:1/crossreduce:0/sp:1/stage:1/seqflag:0,cuda/persistent/compact/bt:512/transposed:1/bitmask:0/cached:0/mapped:1/crossreduce:0/sp:1/stage:1/seqflag:0/features:28/real_time,bench/results/latency/ablation_hdr_100k_2026_06_19/gpu_ablation_path/higgs/n2000/qleaf_gpu_ablation_bt512/summary.json,bench/results/latency/full_regen_2026_06_18/gpu_worker_ablation/higgs/n2000/bt512/worker_bench_cuda.json
higgs,2000,step4,Step 4: Sentinel Signal,bitmask,9.327,10.24400468,9.527,12.879,9.922200851601009,0.9400132228219338,1.0324327065347672,72103,BT512/TPT1,BT512/TPT1,qleaf/gpu/persistent/compact/bt:512/transposed:1/bitmask:1/cached:0/mapped:1/crossreduce:0/sp:1/stage:1/seqflag:0/tpt:1/nodestride:1,cuda/persistent/compact/bt:512/transposed:1/bitmask:1/cached:0/mapped:1/crossreduce:0/sp:1/stage:1/seqflag:0/tpt:1/nodestride:1/features:28/real_time,bench/results/latency/ablation_hdr_100k_2026_06_19/gpu_ablation_path/higgs/n2000/qleaf_gpu_ablation_bt512/summary.json,bench/results/latency/full_regen_2026_06_18/gpu_worker_ablation/higgs/n2000/bt512/worker_bench_cuda.json
higgs,5000,step4,Step 4: Sentinel Signal,traversal,5.539,6.1869258600000006,6.151,7.183,6.528551690553938,0.8484270727325778,0.9476720340518663,105561,BT512,BT512,qleaf/gpu/persistent/compact/bt:512/transposed:1/bitmask:0/cached:0/mapped:1/crossreduce:0/sp:1/stage:1/seqflag:0,cuda/persistent/compact/bt:512/transposed:1/bitmask:0/cached:0/mapped:1/crossreduce:0/sp:1/stage:1/seqflag:0/features:28/real_time,bench/results/latency/ablation_hdr_100k_2026_06_19/gpu_ablation_path/higgs/n5000/qleaf_gpu_ablation_bt512/summary.json,bench/results/latency/full_regen_2026_06_18/gpu_worker_ablation/higgs/n5000/bt512/worker_bench_cuda.json
higgs,5000,step4,Step 4: Sentinel Signal,bitmask,17.583,19.26059864,18.047,28.511,18.913638075215346,0.9296466354107182,1.0183444646347186,36538,BT512/TPT1,BT512/TPT1,qleaf/gpu/persistent/compact/bt:512/transposed:1/bitmask:1/cached:0/mapped:1/crossreduce:0/sp:1/stage:1/seqflag:0/tpt:1/nodestride:1,cuda/persistent/compact/bt:512/transposed:1/bitmask:1/cached:0/mapped:1/crossreduce:0/sp:1/stage:1/seqflag:0/tpt:1/nodestride:1/features:28/real_time,bench/results/latency/ablation_hdr_100k_2026_06_19/gpu_ablation_path/higgs/n5000/qleaf_gpu_ablation_bt512/summary.json,bench/results/latency/full_regen_2026_06_18/gpu_worker_ablation/higgs/n5000/bt512/worker_bench_cuda.json
epsilon,500,step4,Step 4: Sentinel Signal,traversal,6.571,7.3725571,7.291,10.903,7.991484372302558,0.8222502471223279,0.9225516507987328,87920,BT1024,BT1024,qleaf/gpu/persistent/compact/bt:1024/transposed:1/bitmask:0/cached:0/mapped:1/crossreduce:0/sp:1/stage:1/seqflag:0,cuda/persistent/compact/bt:1024/transposed:1/bitmask:0/cached:0/mapped:1/crossreduce:0/sp:1/stage:1/seqflag:0/features:2000/real_time,bench/results/latency/ablation_hdr_100k_2026_06_19/gpu_ablation_path/epsilon/n500/qleaf_gpu_ablation_bt1024/summary.json,bench/results/latency/full_regen_2026_06_18/gpu_worker_ablation/epsilon/n500/bt1024/worker_bench_cuda.json
epsilon,500,step4,Step 4: Sentinel Signal,bitmask,16.735,18.47871868,17.295,29.759,17.589927742522985,0.9513967450556247,1.0505284018494514,38349,BT1024/TPT1,BT1024/TPT1,qleaf/gpu/persistent/compact/bt:1024/transposed:1/bitmask:1/cached:0/mapped:1/crossreduce:0/sp:1/stage:1/seqflag:0/tpt:1/nodestride:1,cuda/persistent/compact/bt:1024/transposed:1/bitmask:1/cached:0/mapped:1/crossreduce:0/sp:1/stage:1/seqflag:0/tpt:1/nodestride:1/features:2000/real_time,bench/results/latency/ablation_hdr_100k_2026_06_19/gpu_ablation_path/epsilon/n500/qleaf_gpu_ablation_bt1024/summary.json,bench/results/latency/full_regen_2026_06_18/gpu_worker_ablation/epsilon/n500/bt1024/worker_bench_cuda.json
epsilon,1000,step4,Step 4: Sentinel Signal,traversal,6.879,7.72965066,7.619,10.759,10.053983736844527,0.6842063981853023,0.76881471686426,70282,BT1024,BT1024,qleaf/gpu/persistent/compact/bt:1024/transposed:1/bitmask:0/cached:0/mapped:1/crossreduce:0/sp:1/stage:1/seqflag:0,cuda/persistent/compact/bt:1024/transposed:1/bitmask:0/cached:0/mapped:1/crossreduce:0/sp:1/stage:1/seqflag:0/features:2000/real_time,bench/results/latency/ablation_hdr_100k_2026_06_19/gpu_ablation_path/epsilon/n1000/qleaf_gpu_ablation_bt1024/summary.json,bench/results/latency/full_regen_2026_06_18/gpu_worker_ablation/epsilon/n1000/bt1024/worker_bench_cuda.json
epsilon,1000,step4,Step 4: Sentinel Signal,bitmask,26.575,29.35420176,27.055,194.815,28.15702599940589,0.9438141656210685,1.0425178341142765,24001,BT1024/TPT1,BT1024/TPT1,qleaf/gpu/persistent/compact/bt:1024/transposed:1/bitmask:1/cached:0/mapped:1/crossreduce:0/sp:1/stage:1/seqflag:0/tpt:1/nodestride:1,cuda/persistent/compact/bt:1024/transposed:1/bitmask:1/cached:0/mapped:1/crossreduce:0/sp:1/stage:1/seqflag:0/tpt:1/nodestride:1/features:2000/real_time,bench/results/latency/ablation_hdr_100k_2026_06_19/gpu_ablation_path/epsilon/n1000/qleaf_gpu_ablation_bt1024/summary.json,bench/results/latency/full_regen_2026_06_18/gpu_worker_ablation/epsilon/n1000/bt1024/worker_bench_cuda.json
epsilon,2000,step4,Step 4: Sentinel Signal,traversal,6.867,7.75729326,7.859,10.935,10.077584077440697,0.6814133176395134,0.7697572355030197,67539,BT1024,BT1024,qleaf/gpu/persistent/compact/bt:1024/transposed:1/bitmask:0/cached:0/mapped:1/crossreduce:0/sp:1/stage:1/seqflag:0,cuda/persistent/compact/bt:1024/transposed:1/bitmask:0/cached:0/mapped:1/crossreduce:0/sp:1/stage:1/seqflag:0/features:2000/real_time,bench/results/latency/ablation_hdr_100k_2026_06_19/gpu_ablation_path/epsilon/n2000/qleaf_gpu_ablation_bt1024/summary.json,bench/results/latency/full_regen_2026_06_18/gpu_worker_ablation/epsilon/n2000/bt1024/worker_bench_cuda.json
epsilon,2000,step4,Step 4: Sentinel Signal,bitmask,27.103,29.9524868,27.791,195.967,29.12055091412397,0.9307172820983471,1.0285686863661816,23147,BT1024/TPT1,BT1024/TPT1,qleaf/gpu/persistent/compact/bt:1024/transposed:1/bitmask:1/cached:0/mapped:1/crossreduce:0/sp:1/stage:1/seqflag:0/tpt:1/nodestride:1,cuda/persistent/compact/bt:1024/transposed:1/bitmask:1/cached:0/mapped:1/crossreduce:0/sp:1/stage:1/seqflag:0/tpt:1/nodestride:1/features:2000/real_time,bench/results/latency/ablation_hdr_100k_2026_06_19/gpu_ablation_path/epsilon/n2000/qleaf_gpu_ablation_bt1024/summary.json,bench/results/latency/full_regen_2026_06_18/gpu_worker_ablation/epsilon/n2000/bt1024/worker_bench_cuda.json
epsilon,5000,step4,Step 4: Sentinel Signal,traversal,7.355,8.21439882,8.855,11.767,10.665851302417407,0.6895839620727692,0.7701587606174682,63841,BT1024,BT1024,qleaf/gpu/persistent/compact/bt:1024/transposed:1/bitmask:0/cached:0/mapped:1/crossreduce:0/sp:1/stage:1/seqflag:0,cuda/persistent/compact/bt:1024/transposed:1/bitmask:0/cached:0/mapped:1/crossreduce:0/sp:1/stage:1/seqflag:0/features:2000/real_time,bench/results/latency/ablation_hdr_100k_2026_06_19/gpu_ablation_path/epsilon/n5000/qleaf_gpu_ablation_bt1024/summary.json,bench/results/latency/full_regen_2026_06_18/gpu_worker_ablation/epsilon/n5000/bt1024/worker_bench_cuda.json
epsilon,5000,step4,Step 4: Sentinel Signal,bitmask,30.927,33.657509919999995,31.951,56.351,32.98410040896927,0.9376335754662605,1.0204161854554508,20785,BT1024/TPT1,BT1024/TPT1,qleaf/gpu/persistent/compact/bt:1024/transposed:1/bitmask:1/cached:0/mapped:1/crossreduce:0/sp:1/stage:1/seqflag:0/tpt:1/nodestride:1,cuda/persistent/compact/bt:1024/transposed:1/bitmask:1/cached:0/mapped:1/crossreduce:0/sp:1/stage:1/seqflag:0/tpt:1/nodestride:1/features:2000/real_time,bench/results/latency/ablation_hdr_100k_2026_06_19/gpu_ablation_path/epsilon/n5000/qleaf_gpu_ablation_bt1024/summary.json,bench/results/latency/full_regen_2026_06_18/gpu_worker_ablation/epsilon/n5000/bt1024/worker_bench_cuda.json
higgs,500,step5,Step 5: Tuned Bitmask,bitmask,4.275,4.65487257,4.459,4.943,4.583518086855859,0.9326896761375078,1.0155676233391038,151602,BT512/TPT8,BT512/TPT8,qleaf/gpu/persistent/compact/bt:512/transposed:1/bitmask:1/cached:0/mapped:1/crossreduce:0/sp:1/stage:1/seqflag:0/tpt:8/nodestride:1,cuda/persistent/compact/bt:512/transposed:1/bitmask:1/cached:0/mapped:1/crossreduce:0/sp:1/stage:1/seqflag:0/tpt:8/nodestride:1/features:28/real_time,bench/results/latency/ablation_hdr_100k_2026_06_19/gpu_ablation_tpt/higgs/n500/qleaf_gpu_bitmask-tpt_bt512/summary.json,bench/results/latency/full_regen_2026_06_18/gpu_worker_ablation/higgs/n500/bt512/worker_bench_cuda.json
higgs,1000,step5,Step 5: Tuned Bitmask,bitmask,4.539,5.01853449,4.687,5.999,5.085002514883019,0.8926249272670064,0.9869286151406067,139970,BT512/TPT16,BT512/TPT8,qleaf/gpu/persistent/compact/bt:512/transposed:1/bitmask:1/cached:0/mapped:1/crossreduce:0/sp:1/stage:1/seqflag:0/tpt:16/nodestride:1,cuda/persistent/compact/bt:512/transposed:1/bitmask:1/cached:0/mapped:1/crossreduce:0/sp:1/stage:1/seqflag:0/tpt:8/nodestride:1/features:28/real_time,bench/results/latency/ablation_hdr_100k_2026_06_19/gpu_ablation_tpt/higgs/n1000/qleaf_gpu_bitmask-tpt_bt512/summary.json,bench/results/latency/full_regen_2026_06_18/gpu_worker_ablation/higgs/n1000/bt512/worker_bench_cuda.json
higgs,2000,step5,Step 5: Tuned Bitmask,bitmask,5.415,5.98048814,5.643,6.951,5.615788914134046,0.964245644342384,1.0649417617795542,127910,BT512/TPT4,BT512/TPT8,qleaf/gpu/persistent/compact/bt:512/transposed:1/bitmask:1/cached:0/mapped:1/crossreduce:0/sp:1/stage:1/seqflag:0/tpt:4/nodestride:1,cuda/persistent/compact/bt:512/transposed:1/bitmask:1/cached:0/mapped:1/crossreduce:0/sp:1/stage:1/seqflag:0/tpt:8/nodestride:1/features:28/real_time,bench/results/latency/ablation_hdr_100k_2026_06_19/gpu_ablation_tpt/higgs/n2000/qleaf_gpu_bitmask-tpt_bt512/summary.json,bench/results/latency/full_regen_2026_06_18/gpu_worker_ablation/higgs/n2000/bt512/worker_bench_cuda.json
higgs,5000,step5,Step 5: Tuned Bitmask,bitmask,11.111,12.38366636,11.599,18.527,12.16707266560097,0.913202403353214,1.0178016274211454,55845,BT512/TPT4,BT512/TPT8,qleaf/gpu/persistent/compact/bt:512/transposed:1/bitmask:1/cached:0/mapped:1/crossreduce:0/sp:1/stage:1/seqflag:0/tpt:4/nodestride:1,cuda/persistent/compact/bt:512/transposed:1/bitmask:1/cached:0/mapped:1/crossreduce:0/sp:1/stage:1/seqflag:0/tpt:8/nodestride:1/features:28/real_time,bench/results/latency/ablation_hdr_100k_2026_06_19/gpu_ablation_tpt/higgs/n5000/qleaf_gpu_bitmask-tpt_bt512/summary.json,bench/results/latency/full_regen_2026_06_18/gpu_worker_ablation/higgs/n5000/bt512/worker_bench_cuda.json
epsilon,500,step5,Step 5: Tuned Bitmask,bitmask,7.275,8.61698258,9.159,13.655,7.7476787377084655,0.938990921834703,1.112201844155021,89581,BT1024/TPT16,BT1024/TPT16,qleaf/gpu/persistent/compact/bt:1024/transposed:1/bitmask:1/cached:0/mapped:1/crossreduce:0/sp:1/stage:1/seqflag:0/tpt:16/nodestride:1,cuda/persistent/compact/bt:1024/transposed:1/bitmask:1/cached:0/mapped:1/crossreduce:0/sp:1/stage:1/seqflag:0/tpt:16/nodestride:1/features:2000/real_time,bench/results/latency/ablation_hdr_100k_2026_06_19/gpu_ablation_tpt/epsilon/n500/qleaf_gpu_bitmask-tpt_bt1024/summary.json,bench/results/latency/full_regen_2026_06_18/gpu_worker_ablation/epsilon/n500/bt1024/worker_bench_cuda.json
epsilon,1000,step5,Step 5: Tuned Bitmask,bitmask,8.623,9.5408382,9.887,12.519,9.794431514195153,0.8803982127500316,0.9741084192760326,71358,BT1024/TPT8,BT1024/TPT8,qleaf/gpu/persistent/compact/bt:1024/transposed:1/bitmask:1/cached:0/mapped:1/crossreduce:0/sp:1/stage:1/seqflag:0/tpt:8/nodestride:1,cuda/persistent/compact/bt:1024/transposed:1/bitmask:1/cached:0/mapped:1/crossreduce:0/sp:1/stage:1/seqflag:0/tpt:8/nodestride:1/features:2000/real_time,bench/results/latency/ablation_hdr_100k_2026_06_19/gpu_ablation_tpt/epsilon/n1000/qleaf_gpu_bitmask-tpt_bt1024/summary.json,bench/results/latency/full_regen_2026_06_18/gpu_worker_ablation/epsilon/n1000/bt1024/worker_bench_cuda.json
epsilon,2000,step5,Step 5: Tuned Bitmask,bitmask,9.567,10.70512852,10.015,17.775,9.705514004485435,0.9857283185185843,1.1029944951965027,69513,BT1024/TPT4,BT1024/TPT8,qleaf/gpu/persistent/compact/bt:1024/transposed:1/bitmask:1/cached:0/mapped:1/crossreduce:0/sp:1/stage:1/seqflag:0/tpt:4/nodestride:1,cuda/persistent/compact/bt:1024/transposed:1/bitmask:1/cached:0/mapped:1/crossreduce:0/sp:1/stage:1/seqflag:0/tpt:8/nodestride:1/features:2000/real_time,bench/results/latency/ablation_hdr_100k_2026_06_19/gpu_ablation_tpt/epsilon/n2000/qleaf_gpu_bitmask-tpt_bt1024/summary.json,bench/results/latency/full_regen_2026_06_18/gpu_worker_ablation/epsilon/n2000/bt1024/worker_bench_cuda.json
epsilon,5000,step5,Step 5: Tuned Bitmask,bitmask,13.143,14.81396688,13.823,26.639,14.843021986685345,0.8854665856986321,0.9980425073336543,45300,BT1024/TPT2,BT1024/TPT4,qleaf/gpu/persistent/compact/bt:1024/transposed:1/bitmask:1/cached:0/mapped:1/crossreduce:0/sp:1/stage:1/seqflag:0/tpt:2/nodestride:1,cuda/persistent/compact/bt:1024/transposed:1/bitmask:1/cached:0/mapped:1/crossreduce:0/sp:1/stage:1/seqflag:0/tpt:4/nodestride:1/features:2000/real_time,bench/results/latency/ablation_hdr_100k_2026_06_19/gpu_ablation_tpt/epsilon/n5000/qleaf_gpu_bitmask-tpt_bt1024/summary.json,bench/results/latency/full_regen_2026_06_18/gpu_worker_ablation/epsilon/n5000/bt1024/worker_bench_cuda.json
